username,date,retweets,favorites,text,hashtags
AskMyTravelGuru,2017-04-13 02:17,1,1,Great #Airfare Deals from #VirginAmerica starting at $49 ow http:// bit.ly/2o7UKKW #wanderlust #travel #cheapflights #avgeek pic.twitter.com/4K3RhnJPVg,#Airfare #VirginAmerica #wanderlust #travel #cheapflights #avgeek
Jstylz79,2017-04-12 23:30,0,0,Touchdown Dallas. #dallas #airplane #virginamerica #skyview @Dallas Love Field (DAL) https://www. instagram.com/p/BSz32JUB17w/,#dallas #airplane #virginamerica #skyview
LolaCatero,2017-04-12 22:54,0,1,Another #PPC #ad goodie by @VirginAmerica . Really accentuates their feel-good vibes. #RestInParadise #VirginAmerica #PPCad #marketing pic.twitter.com/oMyPuhTFtm,#PPC #ad #RestInParadise #VirginAmerica #PPCad #marketing
Picklebunny,2017-04-12 21:58,0,0,Haven't been on a United Airliner in over 10 years. They are abysmal. Fly Virgin America whenever you can. #virginamerica #virginairlines,#virginamerica #virginairlines
ctrochanowski,2017-04-12 21:03,0,0,I got my $500 airline credit from United in January bc they were overbooked.... you think they'll exchange for cash now? LOL #VirginAmerica,#VirginAmerica
lvdrew9,2017-04-12 20:23,0,0,Well #virginamerica asked if anyone would take a later flight and I was the 1st to go ahead and… https://www. instagram.com/p/BSzibvRgCwX/,#virginamerica
theAndyCrown,2017-04-12 19:55,0,1,UAL just lost 30 years loyalty. Wanna swap miles? #UnitedAirlines #AmericanAirlines #JetBlue #alaskaairlines #deltaairlines #virginamerica,#UnitedAirlines #AmericanAirlines #JetBlue #alaskaairlines #deltaairlines #virginamerica
AskMyTravelGuru,2017-04-12 19:21,0,0,Fly #VirginAmerica from #Boston to #Maui starting at $740 rt http:// bit.ly/2o82Hj0 #hawaii #cheapflights #travel #avgeek pic.twitter.com/pJTbe29zJS,#VirginAmerica #Boston #Maui #hawaii #cheapflights #travel #avgeek
AskMyTravelGuru,2017-04-12 19:03,3,2,Great #Airfare Deals from #VirginAmerica starting at $49 ow http:// bit.ly/2o7UKKW #wanderlust #travel #cheapflights #avgeek pic.twitter.com/h4jsuHyBnk,#Airfare #VirginAmerica #wanderlust #travel #cheapflights #avgeek
lwsantiago,2017-04-12 17:53,0,0,#crewfie #crewlife #layover in #Denver #Colorado #bbq #lunch #virginamerica #iamalaska … https://www. instagram.com/p/BSzRPUWg0XV/,#crewfie #crewlife #layover #Denver #Colorado #bbq #lunch #virginamerica #iamalaska
ttravel_agency,2017-04-12 14:32,0,0,Alaska Air : Airlines and #VirginAmerica announce new Dallas Love Field flying to Seattle; Sa... Read more: http:// owler.us/acxk4Y $ VA,#VirginAmerica
ttravel_agency,2017-04-12 14:30,0,0,"BRIEF-Alaska Airlines, #VirginAmerica announce new Dallas Love Field flying to 5 destinations. Read more: http:// owler.us/acxlc4 $ VA",#VirginAmerica
88Keezer,2017-04-12 09:54,0,1,On our way to NYC! with @gillianmargot ( @gillianmargot ) #VirginAmerica #NotUnited @Virgin… https://www. instagram.com/p/BSyaZSzjbS5/,#VirginAmerica #NotUnited
Poemo_Agenda,2017-04-12 09:19,0,3,Costumes/lightsabers stowed & ready for departure. #SWCO #virginamerica pic.twitter.com/25umggWw30 – bei San Francisco International Airport (SFO),#SWCO #virginamerica
Lainey_O,2017-04-12 09:13,0,0,Up in the air. #travel #virginamerica #lax @Virgin America Loft https://www. instagram.com/p/BSyVxViBVzF/,#travel #virginamerica #lax
AviationTribune,2017-04-12 08:37,0,0,Alaska Airlines and Virgin America Announce Four New Serviced to Dallas Love Field #AlaskaAirlines #VirginAmerica http:// aviationtribune.com/airlines/north -america/alaska-airlines-virgin-america-announce-four-new-serviced-dallas-love-field/ … pic.twitter.com/0IcPCaXgqA,#AlaskaAirlines #VirginAmerica
amverbruggen,2017-04-12 08:34,1,1,I'm not exaggerating there are 4 dogs getting on this plane. Competition for the cutest dog has started #virginamerica,#virginamerica
amverbruggen,2017-04-12 08:31,0,1,At least it's not a #united flight. #virginamerica for the win,#united #virginamerica
ncullenc2k,2017-04-12 06:37,0,0,#virginamerica on route to the big apple!! pic.twitter.com/X3OOZ67J93,#virginamerica
dlammerts,2017-04-12 02:50,0,1,#boycottunited - I'll fly #virginamerica : United pax threatened w/ handcuffs to make room for 'higher-priority' https:// apple.news/Axw4KvrGoQCC4H s5SeZ14yA …,#boycottunited #virginamerica
snappictures,2017-04-12 02:21,0,0,David Dao needs to be signed by competing Airlines & shoot Commercial showing the comfort and convenience #virginamerica #marketing #flights,#virginamerica #marketing #flights
sonicearlobe_79,2017-04-12 00:53,0,1,#sfgiants #virginamerica #attpark @AT&T Park https://www. instagram.com/p/BSxVdJjDtu7/,#sfgiants #virginamerica #attpark
schmarzo,2017-04-11 22:04,0,2,SFO should take gates away from #United so there are more airline options. Fly #virginamerica !!,#United #virginamerica
JuliannaMeagher,2017-04-11 21:07,0,0,One empty seat next to me on an airplane: cool I'm lucky Two: Peasants storming the Bastille. FORTIFY BARRIERS #virginamerica,#virginamerica
akaeugenius,2017-04-11 20:52,0,0,Just stick with #virginamerica #UnitedAirlinesAssault @united #brutality pic.twitter.com/W2l86Q26UH,#virginamerica #UnitedAirlinesAssault #brutality
Aviationizer,2017-04-11 20:39,0,0,Virgin’s Purple Lights and Mood Music Win Alaska’s Love #AlaskaAir #VirginAmerica http:// aviation.trendolizer.com/2017/04/virgin s-purple-lights-and-mood-music-win-alaskas-love.html … pic.twitter.com/9nrn48l9Ra,#AlaskaAir #VirginAmerica
slduk88,2017-04-11 19:33,0,1,Well looks like #Delta and #VirginAmerica will be profiting from #UnitedAir ’s mistake!,#Delta #VirginAmerica #UnitedAir
plantbasedmafia,2017-04-11 19:25,0,0,unitedairlinespassengerslivesmatter #UnitedAirlines #Airplane #airplanes #JetBlue #virginamerica #Delta,#UnitedAirlines #Airplane #airplanes #JetBlue #virginamerica #Delta
PolenGeneration,2017-04-11 18:26,0,0,@united Tumbles After #SocialMedia Storm Goes Global Next x fly w/ #JetBlueAirways or #VirginAmerica #NoSuchMethods https:// apple.news/A5nkUKDb4Qnesh V1DU97gCw …,#SocialMedia #JetBlueAirways #VirginAmerica #NoSuchMethods
WonderG78,2017-04-11 15:31,0,0,@JayeDiesel369 thts y I try to only use #JetBlue #VirginAmerica #United color r black & blue cuz they beat u. #Delta has Racist shouting https:// twitter.com/datson1992/sta tus/851654034780020737 …,#JetBlue #VirginAmerica #United #Delta
Mer1004,2017-04-11 14:37,0,0,Tampoco dejo que mi familia se suba a esa aerolinea... Si quieren respeto y buen servicio usen #SouthwestAirlines y #virginamerica,#SouthwestAirlines #virginamerica
Uberdiva,2017-04-11 13:44,0,0,"A doctor-no weapon-pulled off a #unitedAIRLINES flight ""battered & bloody""? Yikes! #VirginAmerica is my fave way to fly! Comfy purple love!",#unitedAIRLINES #VirginAmerica
TomsTheName2,2017-04-11 12:38,0,0,#Chemtrails #UnitedAirlines #virginamerica pic.twitter.com/CqLE4ap5Wc,#Chemtrails #UnitedAirlines #virginamerica
SherryHoldridge,2017-04-11 12:14,0,0,#virginamerica #UnitedAgainstUnited pic.twitter.com/siGnGl8YAX,#virginamerica #UnitedAgainstUnited
JeremyMRosen,2017-04-11 12:10,1,2,I fly @VirginAmerica #United #virginamerica pic.twitter.com/dUoajwgkFO,#United #virginamerica
bennetkelley,2017-04-11 11:20,2,2,I just changed a hotel/flight package deal to make sure I was not flying #United . Instead #VirginAmerica will take me to Vegas.,#United #VirginAmerica
LAHFN,2017-04-11 11:12,0,0,I only fly #virginamerica lax to ewr baby,#virginamerica
HillBuzz,2017-04-11 10:27,0,0,Flying on #VirginAmerica is like flying in Studio 54. And being waited on by supermodels. I love every second of flying with them. https:// twitter.com/jtinfo/status/ 851799891944845312 …,#VirginAmerica
ekrich,2017-04-11 09:59,0,0,"I've been a Credit Union guy myself. Interesting that #alaskaairlines and #virginamerica merged, #1 and #3.",#alaskaairlines #virginamerica #1 #3
ttravel_agency,2017-04-11 07:22,0,0,#VirginAmerica 's Ex-CEO Talks Candidly About Google's Pushy Strategy. Read more: http:// owler.us/acwROh $ VA,#VirginAmerica
hsb_me,2017-04-11 06:08,0,0,#virginamerica is my top select for flights but thee others mentioned are still suitable #power #fambam ~,#virginamerica #power #fambam
WEHOstudio,2017-04-11 03:10,0,2,Hey soul sister @virginatlantic @virginamerica #virginatlantic #virginamerica #lax #hollywoodsign #WEHOstudio #soFANCY pic.twitter.com/JLSmvoifaO,#virginatlantic #virginamerica #lax #hollywoodsign #WEHOstudio #soFANCY
LouMagel,2017-04-11 02:36,0,0,I was sitting in 12B when security forcefully removed that slutty girl from our #VirginAmerica Flight.,#VirginAmerica
ash_linden,2017-04-11 02:02,0,0,#boycottunited #BoycottUnitedAirlines Insane treatment of a passenger. #virginamerica would NEVER treat passengers like this. #virginair,#boycottunited #BoycottUnitedAirlines #virginamerica #virginair
JimmyatsevenR,2017-04-11 01:01,0,0,Great article about #virginamerica integrating with #alaskaair . Thanks and by @justinbachman https://www. bloomberg.com/news/articles/ 2017-04-10/virgin-s-purple-lights-and-mood-music-win-alaska-s-love …,#virginamerica #alaskaair
danielle49ers,2017-04-11 00:45,0,1,He needs to be FIRED!!! I have a flight with #UnitedAirlines next week. Ugh ... from here on out only using #VirginAmerica #Alaska to #EWR,#UnitedAirlines #VirginAmerica #Alaska #EWR
TheJohnRiddle,2017-04-11 00:09,0,0,"Hey internet, when you're done hating #UnitedAirlines , please remember #AlaskaAirlines is killing #VirginAmerica . Or hate on both. Thanks!",#UnitedAirlines #AlaskaAirlines #VirginAmerica
JohnJohn8k,2017-04-10 23:04,0,0,#AlaskaAir sticking w/ #VirginAmerica s sexy appeal https://www. bloomberg.com/news/articles/ 2017-04-10/virgin-s-purple-lights-and-mood-music-win-alaska-s-love … Teen bhnd me on the @alaskaair flght ths AM rlly lkd the music,#AlaskaAir #VirginAmerica
Marsphotoz,2017-04-10 21:10,0,0,"#virginamerica #lax #losangeles #home Sad part, is saying good bye to friends, until the next time because Miami is next! Let's go!!!! pic.twitter.com/EhwYFrwNGQ",#virginamerica #lax #losangeles #home
steketee,2017-04-10 20:56,0,0,"Tail Says Continental, but I still vote #VirginAmerica rebranding licensing. Or #StayFly https:// twitter.com/digiday/status /851596946024411136 …",#VirginAmerica #StayFly
becca_haa,2017-04-10 20:47,1,8,Just booked my flight to LA def not on #united tho lol #virginamerica,#united #virginamerica
TheJohnRiddle,2017-04-10 20:20,0,0,"@AlaskaAir , you should learn from #UnitedAirlines ' mistakes and keep the #VirginAmerica brand alive! #AlaskaAirlines",#UnitedAirlines #VirginAmerica #AlaskaAirlines
lwsantiago,2017-04-10 19:15,0,0,#ATS #summit #sanfrancisco #crewlife #virginamerica #iamalaska #teammates at #work … https://www. instagram.com/p/BSuRGrlgX96/,#ATS #summit #sanfrancisco #crewlife #virginamerica #iamalaska #teammates #work
70deadend,2017-04-10 19:12,0,0,"In fairness to them, #UnitedAirlines first class is like flying coach on #JetBlue or #virginamerica , only worse.",#UnitedAirlines #JetBlue #virginamerica
just_e_stuff,2017-04-10 18:41,0,0,Going to miss these awesome views in the morning. #virginamerica @… https://www. instagram.com/p/BSuNJ6WAOU3d r73E3qFTx4BTcUPimEeYmH9_os0/ …,#virginamerica
lilianwong68,2017-04-10 17:25,0,2,Winner of Cal Bhangra dance from #UCBerkeley back home on #virginamerica #Alaskaair #dullesairport #IAD #congratulations pic.twitter.com/rXIcfDE7Bx,#UCBerkeley #virginamerica #Alaskaair #dullesairport #IAD #congratulations
Cal_Bundy,2017-04-10 16:38,0,0,Just watched the Virgin America safety video again... Best video ever!! Time to book something!! #virginamerica #virginairlines,#virginamerica #virginairlines
Sapphire604,2017-04-10 16:21,0,0,@united I don't believe I've ever flown w United before & don't plan on it now for sure. #southwest #jetblue #virginamerica,#southwest #jetblue #virginamerica
Monty9911,2017-04-10 16:18,0,2,I seriously doubt a @richardbranson company would act this way. #virginamerica #BocottUnited,#virginamerica #BocottUnited
7thwhiterabbit,2017-04-10 13:12,1,0,Stop flying @united and fly @VirginAmerica instead. Good prices and good service. My favorite choice to fly. #virginamerica,#virginamerica
lwsantiago,2017-04-10 12:48,0,0,Had the #pleasure to be an addition to this #amazing #virginamerica #iamalaska from #HNL #SFO … https://www. instagram.com/p/BStk0AOgznL/,#pleasure #amazing #virginamerica #iamalaska #HNL #SFO
youngAct1,2017-04-10 11:47,0,0,Had a safe flight and it was pretty quick #virginamerica @LaGuardia Airport https://www. instagram.com/p/BStdw8EARkS/,#virginamerica
Jeff_Rosie,2017-04-10 10:44,0,0,"I reminded every time I fly #JetBlue or #virginamerica . @united gave me a ""more leg room"" cocktail napkin while I rested my chin on my knee https:// twitter.com/bluevirginia/s tatus/851443939823546368 …",#JetBlue #virginamerica
Jeff_Rosie,2017-04-10 09:52,1,1,#JetBlue and #VirginAmerica man. Only way to fly.,#JetBlue #VirginAmerica
just_e_stuff,2017-04-10 09:19,0,0,My last day at SFO and having this AWESOME office. #virginamerica @… https://www. instagram.com/p/BStM2TbAAv8h 6afrLiun8Vgd_22ObAYPIybqOA0/ …,#virginamerica
ttravel_agency,2017-04-10 05:50,0,0,"#VirginAmerica 's Elevate Loyalty Program Will Fold on January 1, 2018. Read more: http:// owler.us/acwvKq $ VA",#VirginAmerica
TheChicaReport,2017-04-09 19:14,0,0,Flew by the #Dodger game while watching it on my flight into LA from the east coast Thank you #virginamerica @KTLA @Dodgers #ITFDB #iloveLA pic.twitter.com/zhcVka3x28,#Dodger #virginamerica #ITFDB #iloveLA
livinewman,2017-04-09 16:16,0,0,"Once again ""strong winds"" causing delays on #virginamerica . Last time this was excuse to stop & refuel. Time to upgrade planes?",#virginamerica
patrooshy,2017-04-09 11:40,0,0,#TheGrandFinaLee #lasvegas #lv #virginamerica #upgrades @McCarran International Airport https://www. instagram.com/p/BSq4KyUhqQi/,#TheGrandFinaLee #lasvegas #lv #virginamerica #upgrades
kleb0nas,2017-04-09 10:47,0,0,I want that one too https://www. youtube.com/watch?v=akoJ2z BwX1o … #virginamerica #Airplane #aviation,#virginamerica #Airplane #aviation
jonjsale,2017-04-09 00:22,0,0,"#virginamerica Your online check in is useless :( Keeps failing at the payment screen, did this the other week too. Please sort it out!",#virginamerica
GigabyteKingdom,2017-04-08 23:08,0,0,Goodbye #VirginAmerica #Airlines ! by @engadget - http:// buff.ly/2ne0mnU . Please Retweet pic.twitter.com/xVSwNtvZBX,#VirginAmerica #Airlines
StevenSubasic,2017-04-08 18:34,0,0,Hope they don't let united airlines determine my compatibility. #virginamerica next time. @united,#virginamerica
TheJohnRiddle,2017-04-08 18:29,0,0,"@Delta , can't wait to fly on your airline more, given @AlaskaAir is the worst for ending #VirginAmerica !",#VirginAmerica
Carla_Patra,2017-04-08 15:29,0,0,There is #childlike qualities in all of us. Embrace it! #Virgin #VirginAmerica #TeamBH #TeamSF #TeamVirgin https:// twitter.com/virgin/status/ 850090916593500166 …,#childlike #Virgin #VirginAmerica #TeamBH #TeamSF #TeamVirgin
MarianneSaidso,2017-04-08 14:35,0,0,"Just booked first trip flying @VirginAmerica Excited but bummed there arent select seats left, Is it still awesome? #flight #virginamerica",#flight #virginamerica
HamburgVideosHD,2017-04-08 05:17,0,2,"[VIDEO] VIRGIN AMERICA A321NEO | First Flight | RTO, Stormy Takeoff & Landing #VirginAmerica #A321neo Watch here: https://www. youtube.com/watch?v=O4Zi_N 66Mcw … pic.twitter.com/4qr1kkyJFb",#VirginAmerica #A321neo
ianmsantos,2017-04-07 22:14,0,0,#Sunset #VirginAmerica #VX #VXFLL #FLL @virginamerica @Fort Lauderdale-Hollywood International… https://www. instagram.com/p/BSm3McZBRp1/,#Sunset #VirginAmerica #VX #VXFLL #FLL
FerBosco,2017-04-07 17:08,0,0,The #alaskaairlines & #virginamerica gates at #Boston #airport are a third world shithole – bei Boston Logan International Airport (BOS),#alaskaairlines #virginamerica #Boston #airport
tonerrr_,2017-04-07 14:47,0,2,I am so stressed right now I feel like I'm going to have an aneurysm. #virginamerica #virginairlines @VirginAmerica,#virginamerica #virginairlines
markosakal,2017-04-07 14:24,0,0,RT @LeadDallas #AirAlaska to keep #virginamerica gates at #DallasLove field. #Dallas #Texas https:// twitter.com/LeadDallas/sta tus/850413125782429696 …,#AirAlaska #virginamerica #DallasLove #Dallas #Texas
WEHOstudio,2017-04-07 03:18,0,1,@virginamerica Created an airline people love #create #origami #lax #sfo #paperplanes #crane #papercrane #virginamerica #WEHOstudio #soFANCY pic.twitter.com/wZymrMwPvC,#create #origami #lax #sfo #paperplanes #crane #papercrane #virginamerica #WEHOstudio #soFANCY
fredprhino,2017-04-07 00:22,1,2,#virginamerica just a horrible terrible no good experience all around.,#virginamerica
nedward777,2017-04-06 21:00,0,1,Come on #virginamerica musical chairs with me and now late pilot? Just want to get home!,#virginamerica
shoveke,2017-04-06 15:37,0,0,"Flying #virginamerica , 1st time I've ever run into one of their people who couldn't have been less interested in helping me with a request",#virginamerica
Marsphotoz,2017-04-06 09:30,0,0,#virginamerica #lax It's good to be on time this morning... @VirginAmerica rocks! Dallas bound... pic.twitter.com/wIr0nCqrOq – bei Los Angeles International Airport (LAX),#virginamerica #lax
Frommers,2017-04-06 05:55,1,3,We're not happy about it either. Alaska Airlines is killing off the #VirginAmerica brand http:// bit.ly/2nDihHu pic.twitter.com/7jCptNWegO,#VirginAmerica
ttravel_agency,2017-04-06 03:03,0,0,#VirginAmerica Alaska Airlines continues to expand service from West Coast hubs . Read more: http:// owler.us/acvwVu $ VA,#VirginAmerica
BFPTravel,2017-04-06 02:45,0,0,When two become one - Virgin America taken over by Alaska Airlines http:// ow.ly/Fzl730awg5N @IndyTravel #VirginAmerica #AlaskaAirlines,#VirginAmerica #AlaskaAirlines
Kugey,2017-04-06 01:09,0,1,my ride home... #virginamerica #travel @Virgin America Loft https://www. instagram.com/p/BSiBjb4D7b8I yWlt2nh0U9aU_DqGNM_KHyK1rI0/ …,#virginamerica #travel
SJeanWrites,2017-04-05 22:35,0,1,Good news for #Dallas travelers: #AlaskaAirlines will keep flying out of #LoveField #VirginAmerica #airlines #travel https://www. bloomberg.com/news/articles/ 2017-04-05/alaska-will-keep-gates-at-dallas-airport-dominated-by-southwest …,#Dallas #AlaskaAirlines #LoveField #VirginAmerica #airlines #travel
Marsphotoz,2017-04-05 15:22,0,0,"#virginamerica #dallas #arlington Excited for 2morrows flight, Aww, yeah! I'm flying @VirginAmerica to Dallas, TX. https://www. virginamerica.com/cms/travel-des tinations/dal-dallas-tx …",#virginamerica #dallas #arlington
jessikamae_,2017-04-05 12:57,0,0,What's going to be the new #VirginAmerica name? Or is going to just blend into #AlaskaAirlines ? https:// twitter.com/virginamerica/ status/844697432105664512 …,#VirginAmerica #AlaskaAirlines
fpalacioso,2017-04-05 09:58,1,3,#virginAmerica de #RichardBranson dejará de existir. Les dejo mi artículo :) ¿Han volado con Virgin? http:// ln.is/soy.marketing/ U3U9U … pic.twitter.com/8gORVc5b0o,#virginAmerica #RichardBranson
DealsToLA,2017-04-05 08:40,0,0,$49* & up -- Virgin America Flights from LA (One Way) http:// bit.ly/2jdhKpT #losangeles #virginamerica,#losangeles #virginamerica
ttravel_agency,2017-04-05 04:22,0,0,"Alaska Air- #VirginAmerica Merger Update: More Synergies, but Later Than Expected. Read more: http:// owler.us/acu9yG $ VA",#VirginAmerica
GarrettByrne,2017-04-05 03:51,0,0,Great to see such drive & ambition to achieve something while consistently being told it won't work #VirginAmerica https:// lnkd.in/dn8wzHF,#VirginAmerica
ljmljm,2017-04-04 23:26,0,1,"Premature sadness for the death of #virginamerica , in advance of a flight on #united .",#virginamerica #united
AirTravellerorg,2017-04-04 21:12,0,0,#VirginAmerica brand 'retired' by new owner #AlaskaAirlines,#VirginAmerica #AlaskaAirlines
DealsToAustin,2017-04-04 20:03,0,0,$159* & up -- Virgin America Flights from Austin (One Way) http:// bit.ly/2jmV5Zn #aus #pdx #virginamerica pic.twitter.com/hc5gdO8JKA,#aus #pdx #virginamerica
Connexity,2017-04-04 19:05,2,1,"Of the top 10 airlines @VirginAmerica shakes things up, attracting the most #millennials and females #VirginAmerica http:// bit.ly/2nBq5Zr pic.twitter.com/EjXf4Kz7EP",#millennials #VirginAmerica
sunembassy,2017-04-04 16:03,0,0,"#VirginAMÉRICA , la Mejor Aerolínea de #EEUU ., desaparecerá en 2019... Conozca más... http:// fb.me/4NmiROhT4 pic.twitter.com/funKryr7IC",#VirginAM #EEUU
TargetMyTravel,2017-04-04 15:30,0,0,#VirginAmerica A320 Take Off San Francisco Intl. Airlines Reviews http:// ow.ly/loDd30az3lx #airlinereviews @VirginAmerica @TargetMyTravel,#VirginAmerica #airlinereviews
Debnicolina,2017-04-04 14:40,48,8,"As #VirginAmerica flies in2 the sunset,fans(& #RichardBranson ) bid fond farewell: http:// adweek.it/2mZHF6q #AirTravel #AlaskaAirlines #Travel",#VirginAmerica #RichardBranson #AirTravel #AlaskaAirlines #Travel
AeroWorldPictur,2017-04-04 11:34,0,0,@PicNews of the day : The brand #VirginAmerica #VX will disappear of the #American #sky Its new owner... http:// fb.me/4ddu4r2SJ,#VirginAmerica #VX #American #sky
FinanceHeart,2017-04-04 10:30,0,0,A very bittersweet end to an era. We need more business leaders like Richard Branson. #VirginAmerica #Alaska ... http:// fb.me/wEbU2BM1,#VirginAmerica #Alaska
WEHOstudio,2017-04-04 04:54,0,7,Shine bright like a diamond @virginamerica #virginamerica #lax #runwaymodel #WEHOstudio #soFANCY #redwood pic.twitter.com/zdKltzkH3b,#virginamerica #lax #runwaymodel #WEHOstudio #soFANCY #redwood
ttravel_agency,2017-04-03 23:18,0,0,"Alaska Airlines is retiring the #VirginAmerica name, but will it have to keep paying for the ... Read more: http:// owler.us/acuCE1 $ VA",#VirginAmerica
TheRealChicShae,2017-04-03 22:24,0,0,Catching planes #firstclass #virginamerica #flight #losangeles #lasvegas #letsgo #motivation … https://www. instagram.com/p/BSclHWuBuRl/,#firstclass #virginamerica #flight #losangeles #lasvegas #letsgo #motivation
scottcapurro,2017-04-03 21:38,0,0,#virginamerica never called back today. Feel like they're avoiding me. May never n#be compensated for 9 hour delay yesterday. Humbling.,#virginamerica #be
AirTravellerorg,2017-04-03 20:12,0,0,#AlaskaAirlines and #VirginAmerica share vision for the future,#AlaskaAirlines #VirginAmerica
Riku1135,2017-04-03 19:45,0,1,This is shangrila! #virginamerica #flyingtoseattle @San Francisco International Airport https://www. instagram.com/p/BScS6kEgeDQ/,#virginamerica #flyingtoseattle
djmrv,2017-04-03 17:37,0,0,Gonna miss them. #virginamerica NYC Bound. http:// fb.me/1idqVPt8e,#virginamerica
elanderholm,2017-04-03 17:35,0,0,"When your desert looks like PAC-man, obviously you make this!! #zoomin . . . #virginamerica … https://www. instagram.com/p/BScEB-2gsqe/",#zoomin #virginamerica
Riku1135,2017-04-03 17:26,0,2,"For real, the interior of a virgin America plane is sexy AF! #virginamerica #sexy pic.twitter.com/NWdeB293kg",#virginamerica #sexy
Riku1135,2017-04-03 16:59,0,1,Getting excited! Let's do this! #sandiegoairport #virginamerica #flyingtoseattle @San Diego… https://www. instagram.com/p/BSb_4eSAvXm/,#sandiegoairport #virginamerica #flyingtoseattle
AirfareMiles,2017-04-03 15:22,1,0,#Poll Would you #Retweet for 10 #Miles Each Time? #AmericanAirlines #Delta #United #VirginAmerica #SkyMiles #AirlineMiles #Points #Follow,#Poll #Retweet #Miles #AmericanAirlines #Delta #United #VirginAmerica #SkyMiles #AirlineMiles #Points #Follow
scottcapurro,2017-04-03 14:56,0,0,Hope #virginamerica contacts me about compensation. 9 hours delayed for a 54 minute flight. Am now at #Disney trying to forget...,#virginamerica #Disney
2012_zamora,2017-04-03 14:32,0,0,XA-MAH aeromexico #aeromexico #westjet #virginamerica #boeing #airport #airplanes #airbus … https://www. instagram.com/p/BSbvG1zF1L-/,#aeromexico #westjet #virginamerica #boeing #airport #airplanes #airbus
sralfalo,2017-04-03 11:54,5,17,First #customer @airbus #a321neo for @virginamerica at #finkenwerderairport #edhi #xfw #virginamerica #airbusa321neo #airbuslovers #avgeeks pic.twitter.com/KZKft7WoMU,#customer #a321neo #finkenwerderairport #edhi #xfw #virginamerica #airbusa321neo #airbuslovers #avgeeks
Aviationizer,2017-04-03 09:26,0,0,Do Not Transfer #VirginAmerica Elevate Points to #AlaskaAirlines Yet #WestCoast #WestCoast http:// aviation.trendolizer.com/2017/04/do-not -transfer-virgin-america-elevate-points-to-alaska-airlines-yet.html …,#VirginAmerica #AlaskaAirlines #WestCoast #WestCoast
iLowCostAirline,2017-04-03 02:24,0,0,"#VirginAmerica Flights Sale Book Flight : https:// goo.gl/UCcNqn or Call us : Toll Free 877-249-8218 (US) , +1 858-256-7264 (Int'l) pic.twitter.com/9mXMHZOUxv",#VirginAmerica
NottShot,2017-04-03 02:16,0,0,#virginamerica #flightdeck #bar at #attpark You never really get to see this #etchedglasswindow … https://www. instagram.com/p/BSaa3_9hF_g/,#virginamerica #flightdeck #bar #attpark #etchedglasswindow
holloman,2017-04-02 23:38,0,1,Now that's what I call an Inflight Entertainment System! #virginamerica #free #dangerous pic.twitter.com/gh4q767Sfv,#virginamerica #free #dangerous
JoshBenitez88,2017-04-02 23:24,0,0,Going to try #VirginAmerica in June,#VirginAmerica
MileAdvisor1,2017-04-02 22:56,0,0,"FREE 5,000 Alaska Airlines miles for new members: http://www. themileadvisor.com/2017/04/5000-f ree-alaska-airlines-miles-for-new-members/ … #alaskaairlines #freemiles #sandiego #virginamerica pic.twitter.com/VYkO504rzD",#alaskaairlines #freemiles #sandiego #virginamerica
AirTravellerorg,2017-04-02 22:33,0,0,#AlaskaAirlines and #VirginAmerica share vision for the future,#AlaskaAirlines #VirginAmerica
JoeFreddy77,2017-04-02 22:01,0,1,#SouthwestAirlines #AmericanAirlines #virginamerica pic.twitter.com/5j9qpWFqRD,#SouthwestAirlines #AmericanAirlines #virginamerica
scottcapurro,2017-04-02 21:46,0,3,"#virginamerica just offered me $25 compensation for canceling my flight. Jesus, now I have to call again and beg for more money. #tiredofVA",#virginamerica #tiredofVA
scottcapurro,2017-04-02 19:47,0,2,Ubering back to #SFO . Hope #VirginAmerica gets their act together for this flight. #virginflyingishard,#SFO #VirginAmerica #virginflyingishard
scottcapurro,2017-04-02 18:48,0,2,#VirginAmerica flight delayed 7hours. Could've driven to LA in 5. Nightmare at #SFO,#VirginAmerica #SFO
takeoutcreative,2017-04-02 10:49,0,1,2 #passengers taken from #virginamerica flight 420 #LAX to #JFK by #NYPD and #CBP this morning at 8AM. seats 10A 10B - anyone know why?,#passengers #virginamerica #LAX #JFK #NYPD #CBP
Natalia_Buhiy,2017-04-02 04:24,0,0,"Virgin America, la mejor aerolínea de EE.UU., desaparecerá en 2019 http:// bit.ly/2okWf8O #VirginAmerica #Turismo",#VirginAmerica #Turismo
BoletinViajes,2017-04-02 04:00,0,0,"Virgin America, la mejor aerolínea de EE.UU., desaparecerá en 2019 http:// bit.ly/2okWf8O #VirginAmerica #Turismo",#VirginAmerica #Turismo
AndrewVu,2017-04-02 03:13,3,0,Virgin Airlines ..heartfelt blog by Branson on end of an era https://www. virgin.com/richard-branso n/dear-virgin-america … #virginamerica #richardbranson,#virginamerica #richardbranson
szivester,2017-04-01 19:22,0,1,Shame on you #virginamerica for charging $8 for each movie on your NY -> SF flight. #capitalismonsteroids #capitalism #exploitation,#virginamerica #capitalismonsteroids #capitalism #exploitation
AirfareMiles,2017-04-01 17:49,0,0,#Poll How many #Miles do you get per dollar on your purchases? #Delta #AmericanAirlines #United #VirginAmerica #Points #AirlineMiles,#Poll #Miles #Delta #AmericanAirlines #United #VirginAmerica #Points #AirlineMiles
