username,date,retweets,favorites,text,hashtags,sentiment
BrentBanning6,2017-04-29 07:14,0,1,From New Jersey to New York #VX166 #virginamerica #LAXEWR #latergram â¦ https://www. instagram.com/p/BTd5mPdDbKu- YQNRyer7v6l79vRTcJpzm3PZt00/ â¦,#VX166 #virginamerica #LAXEWR #latergram,neutral
awwna,2017-04-29 00:53,1,0,"@VirginAmerica had me delayed 1hr, then added 30 mins, then let us board the plane, and now delayed until 11:10pm. #virginamerica #sucks",#virginamerica #sucks,negative
AskMyTravelGuru,2017-04-28 12:49,0,0,Fly #VirginAmerica from #Chicago to #LosAngeles starting at $238 rt http:// bit.ly/2qfhkDC #cheapflights #LAX #travel #avgeek pic.twitter.com/BQj5JfnjQ9,#VirginAmerica #Chicago #LosAngeles #cheapflights #LAX #travel #avgeek,neutral
ttravel_agency,2017-04-28 11:18,0,0,Alaska Airlines and #VirginAmerica to relocate to Terminal 7 at JFK. Read more: http:// owler.us/acB8yD $ VA,#VirginAmerica,neutral
ARLammers,2017-04-28 09:17,0,0,Vacation breakfast! Thanks @virginamerica #vacation #tequila #virginamerica #daydrinking â¦ https://www. instagram.com/p/BTbi5YEhh78/,#vacation #tequila #virginamerica #daydrinking,positive
camillegilmore,2017-04-28 06:55,0,1,#VirginAmerica I'm gonna miss you! #AlaskaAirlines please take care of me with more flights out of Love Field. 7am just too early,#VirginAmerica #AlaskaAirlines,positive
camillegilmore,2017-04-28 06:53,0,2,#Home #DallasTexas #VirginAmerica #TheEagles Taking me through,#Home #DallasTexas #VirginAmerica #TheEagles,positive
kerrykeith,2017-04-27 22:36,0,0,#coorsfield #coloradorockies #rockies #mlb #baseball #bluemoon #virginamerica #friends https://www. instagram.com/p/BTaZnFsFvys/,#coorsfield #coloradorockies #rockies #mlb #baseball #bluemoon #virginamerica #friends,positive
kerrykeith,2017-04-27 22:35,0,0,#coorsfield #coloradorockies #rockies #mlb #baseball #bluemoon #virginamerica #friends https://www. instagram.com/p/BTaZd6vlsOI/,#coorsfield #coloradorockies #rockies #mlb #baseball #bluemoon #virginamerica #friends,positive
kerrykeith,2017-04-27 22:35,0,0,#coorsfield #coloradorockies #rockies #mlb #baseball #bluemoon #virginamerica #friends https://www. instagram.com/p/BTaZaXNlTgO/,#coorsfield #coloradorockies #rockies #mlb #baseball #bluemoon #virginamerica #friends,positive
kerrykeith,2017-04-27 22:28,0,0,#coorsfield #coloradorockies #rockies #mlb #baseball #bluemoon #virginamerica #friends https://www. instagram.com/p/BTaYqttllnH/,#coorsfield #coloradorockies #rockies #mlb #baseball #bluemoon #virginamerica #friends,positive
kerrykeith,2017-04-27 22:27,0,0,#coorsfield #coloradorockies #rockies #mlb #baseball #bluemoon #virginamerica #friends https://www. instagram.com/p/BTaYgdKlfUj/,#coorsfield #coloradorockies #rockies #mlb #baseball #bluemoon #virginamerica #friends,positive
kerrykeith,2017-04-27 22:26,0,0,#coorsfield #coloradorockies #rockies #mlb #baseball #bluemoon #virginamerica #friends https://www. instagram.com/p/BTaYcpKFk6w/,#coorsfield #coloradorockies #rockies #mlb #baseball #bluemoon #virginamerica #friends,positive
kerrykeith,2017-04-27 22:26,0,1,#coorsfield #coloradorockies #rockies #mlb #baseball #bluemoon #virginamerica #friends https://www. instagram.com/p/BTaYZpaFBVl/,#coorsfield #coloradorockies #rockies #mlb #baseball #bluemoon #virginamerica #friends,positive
AirTravellerorg,2017-04-27 22:25,0,0,#AlaskaAirlines and #VirginAmerica to relocate to Terminal 7 at JFK,#AlaskaAirlines #VirginAmerica,neutral
reallyleila,2017-04-27 22:10,0,2,The best part of flying is catching up on reading #hbr #leadership #virginamerica http:// ift.tt/2qcMifI pic.twitter.com/MlzVXDbik8,#hbr #leadership #virginamerica,positive
GlobalEAT,2017-04-27 17:10,0,0,Changes to #VirginAmerica following #alaskaair 's purchase. https://www. bloomberg.com/news/articles/ 2017-04-10/virgin-s-purple-lights-and-mood-music-win-alaska-s-love â¦,#VirginAmerica #alaskaair,neutral
MarcusSDaniel,2017-04-27 15:33,0,1,Dis lighting 'do #virginamerica #yaright #worldtraveler #NYNY #BYELA #vacation #gaycation https://www. instagram.com/p/BTZpNuTBizB/,#virginamerica #yaright #worldtraveler #NYNY #BYELA #vacation #gaycation,positive
salarppolicy,2017-04-27 15:11,0,0,@VirginAmerica sup with VirginAmerica. Flight from Pdx to SFO delayed by 21 mins 49 sec #VirginAmerica #flightdelays,#VirginAmerica #flightdelays,negative
rmckeon,2017-04-27 13:45,0,0,4/27/2017 Back of #AirControl #tower #SFO #terminal2 #virginamerica #hipstamatic #dale #bream â¦ https://www. instagram.com/p/BTZcxNKg5xE/,#AirControl #tower #SFO #terminal2 #virginamerica #hipstamatic #dale #bream,positive
MmMmMiyaTamlyn,2017-04-27 10:20,0,1,"Goodbye, rainy Chicago, and hello, sunny LA! #virginamerica #rupaulsdragcon https://www. instagram.com/p/BTZFX-Jjj1K/",#virginamerica #rupaulsdragcon,neutral
WEHOstudio,2017-04-27 03:25,0,0,Where do we go from here? #virginamerica #cabin #purple #pink #WEHOstudio #soFANCY #airbus #320 #flight #plane pic.twitter.com/3NNeFuyCmS,#virginamerica #cabin #purple #pink #WEHOstudio #soFANCY #airbus #320 #flight #plane,neutral
iknowfranchise,2017-04-26 20:49,0,0,This never happens on my flights. #emptyrow #virginamerica http:// ift.tt/2pjP7LK pic.twitter.com/64htYqIqjv,#emptyrow #virginamerica,neutral
iknowfranchise,2017-04-26 20:49,0,0,This never happens on my flights. #emptyrow #virginamerica @San Francisco International Airport https://www. instagram.com/p/BTXokAhjYho/,#emptyrow #virginamerica,neutral
ttravel_agency,2017-04-26 19:52,0,0,Alaska Airlines and #VirginAmerica plan big move and new lounge at New York's JFK. Read more: http:// owler.us/acBzuJ $ VA,#VirginAmerica,neutral
ttravel_agency,2017-04-26 19:51,0,0,"Alaska Airlines and #VirginAmerica to change terminals, spruce up JFK. Read more: http:// owler.us/acBzuM $ VA",#VirginAmerica,neutral
1TravelNews,2017-04-26 17:51,0,0,Alaska Airlines and Virgin America to Relocate to Terminal 7 at JFK http:// bit.ly/2pAr2Dk #TravelAirlines #VirginAmerica,#TravelAirlines #VirginAmerica,neutral
WEHOstudio,2017-04-26 14:06,0,0,#art #beautiful #WEHOstudio #soFANCY #lax #t3 #virginamerica #loftatlax pic.twitter.com/aVZRevmd0e,#art #beautiful #WEHOstudio #soFANCY #lax #t3 #virginamerica #loftatlax,positive
ProgressingSF,2017-04-26 12:24,0,0,This may be the last time I get to fly #VirginAmerica before it turns to #AlaskaAirlines so I'm taking hella pics pic.twitter.com/zDo5Ft5iTi â bei San Francisco International Airport (SFO),#VirginAmerica #AlaskaAirlines,positive
ttravel_agency,2017-04-26 12:00,0,0,"Alaska Airlines and #VirginAmerica to change terminals, spruce up JFK. Read more: http:// owler.us/acBpTf $ VA",#VirginAmerica,neutral
ProgressingSF,2017-04-26 11:22,0,0,"It's not #United , it's #VirginAmerica oh sorry, I mean "" #AlaskaAirlines "" - #KeepVirgin pic.twitter.com/I7nwStBQ2I",#United #VirginAmerica #AlaskaAirlines #KeepVirgin,neutral
TimLawyermahone,2017-04-26 10:14,0,0,Virgin First Class love this airline. @katy_mahoney #losangeles #virginamerica here I come @â¦ https://www. instagram.com/p/BTWf4aXAXl_/,#losangeles #virginamerica,positive
the_answerguy,2017-04-26 01:30,0,0,The Oxymoron that is Virgin Amer http:// answerguy.com/2012/10/17/vir gin-america-customer-service/?utm_source=ReviveOldPost&utm_medium=social&utm_campaign=ReviveOldPost â¦ #customerservice #socialmedia #virginamerica #virginamericaairlinecustomerservice,#customerservice #socialmedia #virginamerica #virginamericaairlinecustomerservice,positive
CoffeeCamisado,2017-04-26 01:02,0,0,A late flight out of LAX means a mug of the black stuff from #virginamerica . So stoked on the fact that they serveâ¦ http:// ift.tt/2ouq37J pic.twitter.com/FlESRMKN4J,#virginamerica,positive
just_e_stuff,2017-04-26 00:12,0,0,Best Teammates at SFO VX. #virginamerica #gst #inflight #pilots pic.twitter.com/Y9KJLB5TpP,#virginamerica #gst #inflight #pilots,positive
AirTravellerorg,2017-04-25 22:40,0,0,"#AlaskaAirlines and #VirginAmerica announce new Dallas Love Field flying to Seattle; San Diego; San Jose, California; and Portland, Oregon",#AlaskaAirlines #VirginAmerica,neutral
2CupKings,2017-04-25 22:09,0,0,Virgin America A319 landing on 25L at LAX ...... #virginamerica #virgin #airbus #a319 #lax #25l https://www. instagram.com/p/BTVM5W2gO-2/,#virginamerica #virgin #airbus #a319 #lax #25l,positive
caragugs,2017-04-25 20:09,0,2,Somewhere over Arizona. Today has been a long day! #actorslife #travel #32000ft #virginamerica â¦ https://www. instagram.com/p/BTU_HaCDk3a/,#actorslife #travel #32000ft #virginamerica,neutral
air2day,2017-04-25 17:31,0,0,. @AlaskaAir y #VirginAmerica trasladarÃ¡n sus operaciones al Terminal 7 de #JFK https:// a2d.news/alaska-airline s-virgin-terminal-7-jfk/ â¦,#VirginAmerica #JFK,neutral
ttravel_agency,2017-04-25 16:18,0,0,Alaska Airlines and #VirginAmerica plan big move and new lounge at New York's JFK. Read more: http:// owler.us/acA5NQ $ VA,#VirginAmerica,neutral
ttravel_agency,2017-04-25 16:18,0,0,"Alaska, #VirginAmerica to consolidate at New York JFK Terminal 7. Read more: http:// owler.us/acA5NP $ VA",#VirginAmerica,neutral
GlobetrotterHQ,2017-04-25 12:56,0,0,Going to miss #virginamerica and their inflight ambience. Thanks for a great flight to LAX @Virgin America... http:// fb.me/8Fy6PPUGP,#virginamerica,positive
GlobetrotterHQ,2017-04-25 12:56,0,0,Going to miss #virginamerica and their inflight ambience. Thanks for a great flight to LAX @â¦ https://www. instagram.com/p/BTUNj28At5w/,#virginamerica,positive
ttravel_agency,2017-04-25 04:54,0,1,#VirginAmerica Fans Should Give Alaska Airlines a Chance. Read more: http:// owler.us/acAW97 $ VA,#VirginAmerica,neutral
lwsantiago,2017-04-24 22:09,0,0,Another #royalty #crew #reassigned #lovemyteammates #virginamerica #sanfrancisco #iamalaska â¦ https://www. instagram.com/p/BTSoHTTAwdI/,#royalty #crew #reassigned #lovemyteammates #virginamerica #sanfrancisco #iamalaska,positive
AshMeredith,2017-04-24 21:40,0,0,@AlaskaAir @virginamerica Not something I would have ever expected!! Disgraceful! #alaskaair #virginamerica,#alaskaair #virginamerica,neutral
AshMeredith,2017-04-24 21:38,0,0,"@AlaskaAir @virginamerica Extremely dirty aircraft inside with crumbs, trash and we used wet wipes to clean seats #alaskaair #virginamerica",#alaskaair #virginamerica,negative
AshMeredith,2017-04-24 21:37,0,0,"@AlaskaAir @virginamerica Delays, bused to the aircraft, elderly forced to drag bags up aircraft stairs. #alaskaair #virginamerica",#alaskaair #virginamerica,positive
AshMeredith,2017-04-24 21:35,0,0,@AlaskaAir @VirginAmerica just experienced some of the worst service for flight VX415 I've experienced traveling. #alaskaair #virginamerica,#alaskaair #virginamerica,negative
spurquick,2017-04-24 21:07,0,0,"Oh my pleasure. Here were my #VirginAmerica pictures, me and my mom. pic.twitter.com/6aOS9hyPcJ",#VirginAmerica,positive
ChandiniSF,2017-04-24 16:09,2,2,On my way to #Servicex17 #CX #oracle #VirginAmerica #OSvC #HeroHub pic.twitter.com/jmxosSHvhE,#Servicex17 #CX #oracle #VirginAmerica #OSvC #HeroHub,neutral
javaroni,2017-04-24 13:14,0,1,. @VirginAmerica Don't show a safety video having smiley happy people on a flight that is 2 hours late! It's insulting! #fail #virginamerica,#fail #virginamerica,negative
LauraSisemore,2017-04-24 13:06,0,1,Why #VirginAmerica Fans Should Give @AlaskaAirlines a Chance https://www. fool.com/investing/2017 /04/23/virgin-america-fans-give-alaska-airlines-a-chance.aspx â¦ #differentworks #AlaskaAirlines #iflyalaska,#VirginAmerica #differentworks #AlaskaAirlines #iflyalaska,neutral
laptoptravel,2017-04-24 12:25,0,0,#VirginAmerica Has Fallen From First in Annual Airline Quality Report Who Took Over First Place? http:// bit.ly/2oDypZc pic.twitter.com/uW83puGnfz,#VirginAmerica,positive
heyitskevinliu,2017-04-24 12:16,0,0,Shout out to the amazing @VirginAmerica crew at LAS that found my lost bag and got it returned to me! #virginamerica #YouTheRealMVP,#virginamerica #YouTheRealMVP,positive
lwsantiago,2017-04-24 12:07,0,0,#virginamerica #tillthewheelsfalloff #iamalaska #crewfie #lovemyteammates #louisonthefly #loves https://www. instagram.com/p/BTRjOoYgEin/,#virginamerica #tillthewheelsfalloff #iamalaska #crewfie #lovemyteammates #louisonthefly #loves,neutral
Yasushi_1985,2017-04-24 09:41,0,0,Hey #VirginAmerica ! Why you canceled the very morning flight ?? I never experienced like this problem even on #UnitedAirlines,#VirginAmerica #UnitedAirlines,negative
518dsgn,2017-04-24 09:13,0,0,This is why I fly #VirginAmerica & #SouthwestAirlines â¦ no drama no fuss https:// twitter.com/cnni/status/85 6485334787518465 â¦,#VirginAmerica #SouthwestAirlines,positive
iamhess,2017-04-24 07:16,0,1,"I heard a couple time #virginamerica cust serv declining, now my wife stuck in Phoenix overnight. #confirmed",#virginamerica #confirmed,negative
Aviationizer,2017-04-24 03:42,0,0,#VirginAmerica will disappear into #AlaskaAirlines in 2019 #AlaskaAirGroup #upstartairline http:// aviation.trendolizer.com/2017/04/virgin -america-will-disappear-into-alaska-airlines-in-2019.html â¦,#VirginAmerica #AlaskaAirlines #AlaskaAirGroup #upstartairline,neutral
bbqsauceboy,2017-04-24 01:44,0,0,"3 hour delay at LV airport + a frayed seat belt + awful comms from #VirginAmerica and SFO, soo hating RN. #firtworldproblems WAAHH!",#VirginAmerica #firtworldproblems,positive
DegenerateDad,2017-04-24 01:39,0,0,Cheers to #virginamerica #vx for rerouting my #sfo flight and getting me on #Alaskaairways with only a small delay!!!,#virginamerica #vx #sfo #Alaskaairways,positive
Clemthomas19Ct,2017-04-24 01:24,0,3,#Video #music #bars #turnup #whatever #virginamerica #artists #songwriter #young #youtube #va #lyrics #HookEm #badnews https:// twitter.com/Clemthomas19Ct /status/856287100064411648 â¦,#Video #music #bars #turnup #whatever #virginamerica #artists #songwriter #young #youtube #va #lyrics #HookEm #badnews,neutral
AirTravellerorg,2017-04-24 01:24,0,0,"#AlaskaAirlines and #VirginAmerica announce new Dallas Love Field flying to Seattle; San Diego; San Jose, California; and Portland, Oregon",#AlaskaAirlines #VirginAmerica,neutral
cavin,2017-04-24 00:05,0,1,#laxairport flying #virginamerica,#laxairport #virginamerica,neutral
Aviation_Wire,2017-04-24 00:05,5,16,ã¨ã¢ãã¹ãA321neoåå·æ©ç´å¥ãã´ã¡ã¼ã¸ã³ã»ã¢ã¡ãªã«ãLEAPæ©ãªã¼ã¹å°å¥ http://www. aviationwire.jp/archives/118118 #A321neo #VirginAmerica pic.twitter.com/cOuqWyMIaG,#A321neo #VirginAmerica,neutral
AnaLWalton,2017-04-24 00:05,0,13,TRAVEL VIRGIN AMERICA. The people there are so nice and friendly. And the safety video is BOMB. #virginamerica @VirginAmerica,#virginamerica,positive
cahcat,2017-04-23 23:01,0,0,Wondering if I will have to watch the safety music video again when we finally take off... #virginamerica,#virginamerica,neutral
thechromedog,2017-04-23 22:50,0,1,"Flight cancelled, have to reschedule for diff city at my cost, & then they schedule it for wrong day? What happened to you #virginAmerica ?",#virginAmerica,negative
Ohford,2017-04-23 22:38,0,0,"#virginamerica , what's a passenger to believe when your app, your web site, and the terminal board all say different departure times? #759",#virginamerica #759,negative
rmfire64,2017-04-23 21:34,0,0,Hubby's flight #bos -sfo now delayed 4 hours! If you knew the flight was going to be delayed at 2pm why no alert #virginamerica ?,#bos #virginamerica,negative
ileanasevenpulu,2017-04-23 21:08,0,0,The #virginamerica flight crew was fantastic. But I've never experienced such a long delay w/ no follow ups on @VirginAmerica before...,#virginamerica,positive
KVanZalen,2017-04-23 18:34,0,0,Nope my screen is broken #itakeitback #virginamerica #sfo #las #boo,#itakeitback #virginamerica #sfo #las #boo,negative
FrancesDR,2017-04-23 18:34,0,0,Both @VirginAmerica & @AlaskaAir have asked me to DM got templates msg back from both This is why #Iwontflyalaska or #virginamerica again pic.twitter.com/oYYra9XpZK,#Iwontflyalaska #virginamerica,neutral
KVanZalen,2017-04-23 18:32,0,0,"To the couple that took the middle and gave me the aisle, thank you!! #silverlining #SFO #LAS #virginamerica #8e",#silverlining #SFO #LAS #virginamerica #8e,positive
djdojah,2017-04-23 17:34,0,0,beyond excellent customer service from Rob G and Frank at @VirginAmerica @flySFO #virginamerica .,#virginamerica,positive
KVanZalen,2017-04-23 17:31,3,0,"Runway construction, really? You couldn't just use some forethought and planning skills SFO? #SFO #virginamerica #LAS #cancelledanddelayed",#SFO #virginamerica #LAS #cancelledanddelayed,neutral
lwsantiago,2017-04-23 16:52,0,0,When you get #reassigned with #royalty #never happens #buyingalottoticket #virginamerica â¦ https://www. instagram.com/p/BTPfC5FgGAW/,#reassigned #royalty #never #buyingalottoticket #virginamerica,neutral
chrisfenwick,2017-04-23 15:28,0,2,Literally the LAST row on #virginamerica to #nab2017,#virginamerica #nab2017,neutral
feuna,2017-04-23 13:43,0,1,Be aware people #virginamerica baggage check in...I noticed that I was missing a pair of pants and shorts from my luggage,#virginamerica,negative
feuna,2017-04-23 13:41,0,0,Apparently #virginamerica punishes those who check in early...they go through your bags and steal your belongings. SFO to LAS. Never again.,#virginamerica,negative
ttravel_agency,2017-04-23 13:28,0,0,#VirginAmerica Fans Should Give Alaska Airlines a Chance. Read more: http:// owler.us/acAsjx $ VA,#VirginAmerica,neutral
flightswerner,2017-04-23 13:14,0,0,O Primeiro Airbus Aircraft A321neo foi entregue para a Virgin America hÃ¡ poucos dias atrÃ¡s. (y) #virginamerica http:// fb.me/8Xd114cC9,#virginamerica,positive
Lorelei_ROCKS,2017-04-23 12:52,0,0,#ontheroadagain Show me what you got Portland! #virginamerica #firstclass #fancy #laistravels â¦ https://www. instagram.com/p/BTPDmAPj6dN/,#ontheroadagain #virginamerica #firstclass #fancy #laistravels,positive
WheresMyMedia,2017-04-23 10:46,0,0,@virginamerica Seriously? $27 for in flight internet. You suck Virgin America. Get with the times! #virginamerica #yousuck#ripoff pic.twitter.com/FQHi3Nd15Z,#virginamerica #yousuck #ripoff,positive
scavgeek,2017-04-23 10:06,0,0,Airbus Delivers First A321neo to Virgin America http://www. ainonline.com/aviation-news/ air-transport/2017-04-20/airbus-delivers-first-a321neo-virgin-america â¦ #virginamerica #A321neo,#virginamerica #A321neo,positive
wthierry,2017-04-23 00:45,0,2,Have flown #VirginAmerica about 5 times in my life. They are an awesome experience from checking till landing. Economy or first class.,#VirginAmerica,positive
suzukicxa350,2017-04-22 19:33,0,0,æ°ããã´ã¡ã¼ã¸ã³ã¢ã¡ãªã«A321neo #Airbus #AirbusAircraft #A321neo #A320neofamily #ã¨ã¢ãã¹ #ã´ã¡ã¼ã¸ã³ã¢ã¡ãªã« #virginamerica https:// twitter.com/Airbus/status/ 854970155268542465 â¦,#Airbus #AirbusAircraft #A321neo #A320neofamily # # #virginamerica,positive
ThisisRobbieA,2017-04-22 17:52,0,0,Just flew Virgin America def not the same.... #virginamerica @richardbranson,#virginamerica,positive
laptoptravel,2017-04-22 17:45,0,0,#VirginAmerica Has Fallen From Its Top Position in Airline Quality Report Who Took Over First Place? http:// bit.ly/2oDypZc pic.twitter.com/VRTO1H1pb2,#VirginAmerica,positive
lwsantiago,2017-04-22 14:45,0,2,"You said, ""What, What""!???? #photocred mattpgraber #virginamerica #crewlife #iamalaska #SFO â¦ https://www. instagram.com/p/BTMrq3xgJEE/",#photocred #virginamerica #crewlife #iamalaska #SFO,neutral
MegMurphyTX,2017-04-22 13:43,2,2,. @richardbranson The Virgin brand promise to change business for good. See it in action RIP #virginamerica https://www. virgin.com/richard-branso n/dear-virgin-america â¦,#virginamerica,positive
RedFlagsLadies,2017-04-22 13:20,0,1,They seem to be keeping #VirginAmerica the same quality since #Alaska took over Hopefully continues,#VirginAmerica #Alaska,neutral
bahomerebate,2017-04-22 13:11,0,0,"Ouch that sucks, I like #virginamerica",#virginamerica,neutral
tadeonia,2017-04-22 13:03,0,1,Why you so cold #pacificNorthwest #seattle #washington #thejasontadeoshow #virginamerica @â¦ https://www. instagram.com/p/BTMgEV_Dsml/,#pacificNorthwest #seattle #washington #thejasontadeoshow #virginamerica,neutral
air2day,2017-04-22 10:27,0,0,#LoMÃ¡sLeÃ­do #VirginAmerica se convierte en la primera aerolÃ­nea que recibe el #Airbus #A321neo https:// a2d.news/virgin-america -recibe-airbus-a321neo/ â¦,#LoM #VirginAmerica #Airbus #A321neo,positive
RedFlagsLadies,2017-04-22 05:48,2,9,This is why I ONLY fly @VirginAmerica #UnitedAirlines #AmericanAirlines are the Worst!! I #VirginAmerica,#UnitedAirlines #AmericanAirlines #VirginAmerica,positive
Guclumete,2017-04-21 23:31,0,34,Orda sabah burda akÅam LA-Vegas #virginamerica @Los Angeles International Airport (LAX) https://www. instagram.com/p/BTLDEwalwpC/,#virginamerica,neutral
WAMgirl,2017-04-21 22:42,0,1,Thank you for making our Vets feel so special at their greetings- WE LOVE our #Vets #Honorflight #virginamerica,#Vets #Honorflight #virginamerica,positive
Aero_P31,2017-04-21 18:49,0,0,The first Airbus A321neo to fly with the colors of Virgin America -- #airbus #a321neo #virginamerica #comercialaircraft pic.twitter.com/o6CHBz4Ypu,#airbus #a321neo #virginamerica #comercialaircraft,positive
Sunita_Girl,2017-04-21 18:18,0,1,Goodbye #losangeles #VirginAmerica @Los Angeles Internationalâ¦ https://www. instagram.com/p/BTKfQoNlTTo8 8uP5V6hZWCxYy_BPdwdPb4crFY0/ â¦,#losangeles #VirginAmerica,positive
TObrazcova,2017-04-21 17:55,0,0,#Airbus delivers first ever #A321neo to #VirginAmerica . http:// crwd.fr/2pMrBcS â¦ via @50skyshades,#Airbus #A321neo #VirginAmerica,positive
TObrazcova,2017-04-21 17:10,0,0,#Airbus delivers first ever #A321neo to #VirginAmerica . http:// crwd.fr/2otSC11 â¦ via @50skyshades,#Airbus #A321neo #VirginAmerica,positive
TObrazcova,2017-04-21 16:10,0,1,#Airbus delivers first ever #A321neo to #VirginAmerica . http:// crwd.fr/2pM4UWw â¦ via @50skyshades,#Airbus #A321neo #VirginAmerica,positive
WEHOstudio,2017-04-21 15:12,0,1,Oops! Forgot to post this yesterday! Catch VX420 tonight LAX JFK #redwood #420on420 #lax #virginamerica #airbus #jfk #WEHOstudio #soFANCY pic.twitter.com/7hBckMUF1i,#redwood #420on420 #lax #virginamerica #airbus #jfk #WEHOstudio #soFANCY,positive
Ningbadabing,2017-04-21 15:10,0,0,"Landed but stuck on the runway....come on guys, get your shit together #virginamerica (at @DallasLoveField ) https://www. swarmapp.com/c/5pCiR1dLhHw",#virginamerica,negative
TObrazcova,2017-04-21 15:10,0,0,#Airbus delivers first ever #A321neo to #VirginAmerica . http:// crwd.fr/2ou2RSQ â¦ via @50skyshades,#Airbus #A321neo #VirginAmerica,positive
TObrazcova,2017-04-21 14:10,0,1,#Airbus delivers first ever #A321neo to #VirginAmerica . http:// crwd.fr/2pMA3ZP â¦ via @50skyshades,#Airbus #A321neo #VirginAmerica,positive
laptoptravel,2017-04-21 13:45,0,0,#VirginAmerica Has Fallen From Top Airline in Airline Quality Report Who Took Over First Place? http:// bit.ly/2oDypZc pic.twitter.com/y9KDO0uew3,#VirginAmerica,positive
TheHusbandInTow,2017-04-21 13:25,0,0,#Airbus delivers first ever #A321neo to #VirginAmerica http:// buff.ly/2pNdeFo #AvGeek #Flying pic.twitter.com/IBDM5Cnz8k,#Airbus #A321neo #VirginAmerica #AvGeek #Flying,positive
TObrazcova,2017-04-21 13:10,0,0,#Airbus delivers first ever #A321neo to #VirginAmerica . http:// crwd.fr/2pMleq5 â¦ via @50skyshades,#Airbus #A321neo #VirginAmerica,positive
Modellflugzeuge,2017-04-21 12:11,0,0,#Lesestoff zum #Wochenende : #VirginAmerica Ã¼bernimmt erste @Airbus #A321neo / 1st A321neo for @VirginAmerica http:// modellflughafen.blogspot.de/2017/04/virgin -america-ubernimmt-erste-airbus.html â¦ pic.twitter.com/Dhf3qzlrrQ,#Lesestoff #Wochenende #VirginAmerica #A321neo,neutral
TObrazcova,2017-04-21 12:10,0,0,#Airbus delivers first ever #A321neo to #VirginAmerica . http:// crwd.fr/2otRquu â¦ via @50skyshades,#Airbus #A321neo #VirginAmerica,positive
JAAG83,2017-04-21 11:57,0,0,Yum!! #virginamerica #drinks #bombay https://www. instagram.com/p/BTJztQnhLxS8 DdVEF56__zNLcS5bHkcWTHLnKY0/ â¦,#virginamerica #drinks #bombay,positive
TObrazcova,2017-04-21 11:10,0,1,#Airbus delivers first ever #A321neo to #VirginAmerica . http:// crwd.fr/2otWHSG â¦ via @50skyshades,#Airbus #A321neo #VirginAmerica,positive
TObrazcova,2017-04-21 10:38,0,0,#Airbus delivers first ever #A321neo to #VirginAmerica . http:// crwd.fr/2otTzX2 â¦ via @50skyshades,#Airbus #A321neo #VirginAmerica,positive
anahitakarmy,2017-04-21 07:10,0,7,#virginamerica is my fav pic.twitter.com/JsDPIYt0XE,#virginamerica,positive
BTN_News,2017-04-21 03:34,0,2,Airbus delivers first ever A321neo to Virgin America #Airbus #A321neo #VirginAmerica http:// bit.ly/2oXsEE9,#Airbus #A321neo #VirginAmerica,positive
lentopostifi,2017-04-21 01:02,0,1,Neo-koneiden ensitilaaja #VirginAmerica aloittaa ensimmÃ¤isenÃ¤ #Airbus #A321neo -operaattorina http:// lentoposti.fi/uutiset/neo_ko neiden_ensitilaaja_virgin_america_aloittaa_ensimmaisena_a321neo_operaattorina â¦,#VirginAmerica #Airbus #A321neo,positive
VXFlyer,2017-04-20 19:51,4,12,"Say hello to the world's first A321neo and its LEAP engine, just delivered to @VirginAmerica #airline #airbus #A321neo #VirginAmerica pic.twitter.com/r2NAeFVGvL",#airline #airbus #A321neo #VirginAmerica,positive
Jrushing78,2017-04-20 19:29,0,0,#byebyecali #cruisetime #dontworryitsnotunited #virginamerica #offwork #seeyouin10dayssuckas https://www. instagram.com/p/BTICmTzDhwj/,#byebyecali #cruisetime #dontworryitsnotunited #virginamerica #offwork #seeyouin10dayssuckas,neutral
TObrazcova,2017-04-20 17:55,1,0,#Airbus delivers first ever #A321neo to #VirginAmerica . http:// crwd.fr/2o8bE0J â¦ via @50skyshades,#Airbus #A321neo #VirginAmerica,positive
air2day,2017-04-20 17:38,1,0,#VirginAmerica se convierte en la primera aerolÃ­nea que recibe el #Airbus #A321neo https:// a2d.news/virgin-america -recibe-airbus-a321neo/ â¦,#VirginAmerica #Airbus #A321neo,positive
TObrazcova,2017-04-20 17:05,0,0,#Airbus delivers first ever #A321neo to #VirginAmerica . http:// crwd.fr/2oqP9jH â¦ via @50skyshades,#Airbus #A321neo #VirginAmerica,positive
ttravel_agency,2017-04-20 16:29,0,0,PICTURE: #VirginAmerica becomes first to take A321neo . Read more: http:// owler.us/aczPu1 $ VA,#VirginAmerica,neutral
DjRicoRox,2017-04-20 16:10,0,1,Guess where we are going? #wanderlust #travel #virginamerica #landed #beachtime #captainlife #ontheroadagain ... http:// fb.me/5Jl8zlZKl,#wanderlust #travel #virginamerica #landed #beachtime #captainlife #ontheroadagain,neutral
DjRicoRox,2017-04-20 16:10,0,0,Guess where we are going? #wanderlust #travel #virginamerica #landed #beachtime #captainlife â¦ https://www. instagram.com/p/BTHr31DDQFJ/,#wanderlust #travel #virginamerica #landed #beachtime #captainlife,neutral
TObrazcova,2017-04-20 16:05,0,0,#Airbus delivers first ever #A321neo to #VirginAmerica . http:// crwd.fr/2oqFSbu â¦ via @50skyshades,#Airbus #A321neo #VirginAmerica,positive
